Year,County,Latitude,Longitude,Soybean,Corn,SeasonalPrep,SeasonalTmax,SeasonalTmin,SeasonalAvgTmax,SeasonalAvgTmin,WetDays,DaysA30,DaysB10,DaysB_2,GDD
2010,ALEXANDER,37.19138885,-89.33759995,2677,9603,636.95,38.71,2.18,29.89440801,17.43581056,58,108,27,0,3279.813334
2011,ALEXANDER,37.19138885,-89.33759995,2360,7344,811.3300186,38.33333333,5.833333333,28.49119611,17.35731633,49,84,17,0,3159.027778
2012,ALEXANDER,37.19138885,-89.33759995,-99,-99,401.4881775,40.55555556,2.222222222,29.78142077,16.5907711,34,99,18,0,3169.305556
2013,ALEXANDER,37.19138885,-89.33759995,-99,-99,726.313,35.55555556,3.055555556,27.17516697,16.49514268,47,53,21,0,3062.916667
2014,ALEXANDER,37.19138885,-89.33759995,-99,12966,535.6237249,35.55555556,0.555555556,27.33151184,16.75470553,48,57,15,0,3084.722223
2015,ALEXANDER,37.19138885,-89.33759995,-99,-99,465.336271,36.66666667,5.555555556,27.97814208,17.30115361,41,64,15,0,3163.888889
2016,ALEXANDER,37.19138885,-89.33759995,2582,8843,583.2943924,37.77777778,6.666666667,28.66120219,18.36369156,54,90,7,0,3280.277778
2017,ALEXANDER,37.19138885,-89.33759995,2845,10720,608.0841935,36.66666667,6.666666667,28.3151184,17.55919854,41,61,12,0,3211.666667
2018,ALEXANDER,37.19138885,-89.33759995,-99,12670,650.5933997,35.55555556,0,28.77656345,18.63995143,63,95,15,0,3339.444445
2019,ALEXANDER,37.19138885,-89.33759995,-99,9697,662.6920242,36.11111111,2.222222222,28.65816636,17.83242259,58,83,14,0,3260.972223
1950,BOND,38.88684496,-89.43553146,1345,3026,480.83,33.89,0.56,24.84327869,14.46021858,51,12,32,0,2727.1
1951,BOND,38.88684496,-89.43553146,1446,3161,520.73,35.56,-1.11,25.95409836,14.72896175,51,30,35,0,2853.025
1952,BOND,38.88684496,-89.43553146,1311,2959,343.16,37.78,0,27.64661202,15.50076503,29,70,36,0,2994.4
1953,BOND,38.88684496,-89.43553146,841,2488,329.72,38.89,-1.67,28.72939891,15.31983607,32,93,33,0,3025.935
1954,BOND,38.88684496,-89.43553146,572,673,403.89,43.33,0,29.52284153,16.07142077,51,90,28,0,3097.39
1955,BOND,38.88684496,-89.43553146,1345,3363,571.62,36.67,5,27.92688525,16.31224044,35,69,18,0,3047.065
1956,BOND,38.88684496,-89.43553146,1648,3766,491.85,35.56,-1.11,27.43628415,14.93972678,34,55,37,0,2976.795
1957,BOND,38.88684496,-89.43553146,1278,2959,717.84,34.44,1.37,26.76027322,15.91398907,55,45,24,0,2988.195
1958,BOND,38.88684496,-89.43553146,1715,3968,626.08,33.33,1.67,25.98743169,15.0031694,53,32,29,0,2864.565
1959,BOND,38.88684496,-89.43553146,1513,3295,501.53,35.32,0,27.47912568,15.86907104,55,72,33,0,3038.115
1960,BOND,38.88684496,-89.43553146,1480,3295,521.42,36.7,0.05,27.50491803,14.41852459,45,60,33,0,2911.26
1961,BOND,38.88684496,-89.43553146,1614,4371,553.97,34.84,-1.95,26.76994536,13.34595628,42,68,55,0,2807.54
1962,BOND,38.88684496,-89.43553146,1681,4304,547.41,39.07,-4.53,28.24956284,14.79043716,50,67,29,1,3016.44
1963,BOND,38.88684496,-89.43553146,1681,4573,383.55,36.86,-1.93,28.17519126,13.80202186,32,71,44,0,2909.245
1964,BOND,38.88684496,-89.43553146,1244,2421,334,39.8,-3.62,27.96497268,14.2457377,37,74,35,2,2920.03
1965,BOND,38.88684496,-89.43553146,1715,4439,510.28,36.87,1.44,27.26595628,14.33229508,40,42,35,0,2912.715
1966,BOND,38.88684496,-89.43553146,1379,3564,516.37,39.75,-1.34,26.63491803,13.54437158,49,58,45,0,2755.695
1967,BOND,38.88684496,-89.43553146,1816,5313,651.13,33.75,0.03,24.97885246,13.15442623,49,33,54,0,2648.065
1968,BOND,38.88684496,-89.43553146,1681,4775,462.31,36.01,-0.29,26.46628415,14.28677596,49,53,42,0,2827.675
1969,BOND,38.88684496,-89.43553146,1816,4909,657.65,34.18,0.83,26.73989071,14.39431694,46,56,40,0,2864.535
1970,BOND,38.88684496,-89.43553146,1614,3161,764.07,36.13,1.52,27.36508197,15.45234973,50,59,27,0,2987.625
1971,BOND,38.88684496,-89.43553146,1547,4842,469.39,36.26,0.26,27.0589071,14.35956284,39,62,44,0,2885.135
1972,BOND,38.88684496,-89.43553146,1883,5716,465.33,34.91,1.57,26.86754098,14.56120219,43,58,33,0,2869.04
1973,BOND,38.88684496,-89.43553146,1614,4439,641.08,34.18,3.09,26.66710383,15.63622951,55,50,21,0,2958.22
1974,BOND,38.88684496,-89.43553146,1379,4439,684.03,35.9,-1.52,25.41453552,13.71251366,48,38,44,0,2718.105
1975,BOND,38.88684496,-89.43553146,1950,6187,608.08,35.06,0.49,26.61448087,14.44010929,43,55,38,0,2856.24
1976,BOND,38.88684496,-89.43553146,1816,3833,408.17,36.03,-0.93,26.58163934,13.27218579,34,49,45,0,2767.89
1977,BOND,38.88684496,-89.43553146,2320,5918,567.48,35.59,-0.47,27.45836066,15.17568306,40,64,32,0,2986.56
1978,BOND,38.88684496,-89.43553146,1883,6120,602.26,35.57,0.03,26.48453552,14.35956284,56,64,48,0,2841.175
1979,BOND,38.88684496,-89.43553146,2253,6860,430.02,34.9,-3.27,26.99486339,13.70590164,32,63,44,1,2838.97
1980,BOND,38.88684496,-89.43553146,1749,4237,467.63,38.56,-0.64,28.73486339,15.08502732,38,86,40,0,3025.415
1981,BOND,38.88684496,-89.43553146,2287,7330,647.43,35.7,1.3,26.50016393,14.37628415,61,49,40,0,2855.28
1982,BOND,38.88684496,-89.43553146,2219,7398,707.13,35.22,-1.5,26.7015847,14.6384153,49,37,27,0,2882.985
1983,BOND,38.88684496,-89.43553146,1009,2018,482.61,38.65,-4.73,28.24398907,14.40431694,37,86,43,3,2916.915
1984,BOND,38.88684496,-89.43553146,1580,4909,583.42,36.83,1,27.22519126,14.22218579,47,69,43,0,2877.585
1985,BOND,38.88684496,-89.43553146,2186,7330,416.08,34.9,-1.66,27.27131148,14.40994536,38,58,32,0,2917.665
1986,BOND,38.88684496,-89.43553146,2186,8003,718.79,36.45,-1.26,27.98142077,15.1968306,54,73,33,0,3027.145
1987,BOND,38.88684496,-89.43553146,1816,7734,431.55,37.9,-3.24,28.59459016,15.1168306,38,85,36,2,3054.16
1988,BOND,38.88684496,-89.43553146,1446,3699,309.37,39.03,-2.65,28.92797814,14.46852459,28,91,48,1,2998.67
1989,BOND,38.88684496,-89.43553146,2488,7667,529.58,36.03,1.05,27.23622951,13.97715847,47,65,45,0,2881.62
1990,BOND,38.88684496,-89.43553146,1816,6456,758.8,37.27,-1.19,27.22103825,14.34196721,71,61,42,0,2867.69
1991,BOND,38.88684496,-89.43553146,1782,6389,367.33,37.9,0.33,28.72918033,15.26622951,56,89,38,0,3062.6
1992,BOND,38.88684496,-89.43553146,2320,9482,481.57,35,-0.61,26.62393443,13.55469945,42,43,49,0,2816.86
1993,BOND,38.88684496,-89.43553146,2589,9213,737.86,34.61,-0.34,26.43,14.92852459,59,60,39,0,2882.06
1994,BOND,38.88684496,-89.43553146,2287,8070,408.17,35.78,1.32,26.8384153,13.86814208,35,63,42,0,2810.225
1995,BOND,38.88684496,-89.43553146,1883,6120,636,36.91,-0.32,26.59153005,14.32338798,48,61,46,0,2839.94
1996,BOND,38.88684496,-89.43553146,2287,7532,689.1,35.18,1.74,26.17759563,13.93519126,40,53,47,0,2788.37
1997,BOND,38.88684496,-89.43553146,2253,7330,447.55,36.62,-1.96,26.03540984,13.83803279,41,52,46,0,2766.84
1998,BOND,38.88684496,-89.43553146,2556,7936,714.31,35.27,1.1,26.9904918,15.7810929,47,64,29,0,2984.855
1999,BOND,38.88684496,-89.43553146,2152,6725,555.24,37.36,0.7,27.12857923,14.4668306,42,59,40,0,2878.495
2000,BOND,38.88684496,-89.43553146,2421,9550,780.03,35.51,-1.46,26.29606557,14.70852459,45,42,39,0,2886.645
2001,BOND,38.88684496,-89.43553146,2488,8339,456.77,35.68,-1.52,27.11415301,14.61726776,40,61,38,0,2905.635
2002,BOND,38.88684496,-89.43553146,2421,6389,629.98,35.74,-0.39,27.8010929,15.7152459,31,78,40,0,3034.92
2003,BOND,38.88684496,-89.43553146,2152,8810,485.91,35.02,-0.87,25.8947541,14.16765027,35,39,38,0,2764.655
2004,BOND,38.88684496,-89.43553146,3228,11365,510.35,34.1,0.54,26.37147541,14.76923497,37,26,32,0,2875.975
2005,BOND,38.88684496,-89.43553146,2556,7667,371.3,36.69,1.2,27.74224044,15.54251366,28,75,29,0,3009.43
2006,BOND,38.88684496,-89.43553146,2421,8003,262.19,36.51,-1.33,26.6957377,15.0857377,28,56,33,0,2905.98
2007,BOND,38.88684496,-89.43553146,1681,7801,270.44,39.46,3.38,29.08868852,16.09021858,27,78,18,0,3135.385
2008,BOND,38.88684496,-89.43553146,3026,11029,654.04,34.74,0.56,26.39278689,14.63606557,43,41,34,0,2857.325
2009,BOND,38.88684496,-89.43553146,2488,10760,557.03,34.54,0.31,25.44245902,14.47377049,38,26,37,0,2772.115
2010,BOND,38.88684496,-89.43553146,3356,10262,658.88,36.75,2.1,27.91,15.81590164,36,77,31,0,3053.405
2011,BOND,38.88684496,-89.43553146,2408,8352,735.2398065,37.22222222,1.388888889,27.67455981,16.87917426,63,71,42,0,3093.75
2012,BOND,38.88684496,-89.43553146,2085,2239,636.6705333,41.11111111,0,28.56709168,15.36733455,36,80,33,0,2984.027778
2013,BOND,38.88684496,-89.43553146,-99,-99,804.8330302,37.22222222,-0.555555556,26.69095325,16.11718276,48,46,33,0,3001.111111
2014,BOND,38.88684496,-89.43553146,3376,12246,752.348,35,-1.111111111,25.91175875,15.01619105,57,37,32,0,2855
2015,BOND,38.88684496,-89.43553146,3262,10753,930.8018118,34.44444444,1.111111111,26.26745598,15.50293463,70,41,36,0,2920.87963
2016,BOND,38.88684496,-89.43553146,-99,-99,734.822,34.44444444,5.555555556,26.64541591,17.27990285,56,41,18,0,3081.388889
2017,BOND,38.88684496,-89.43553146,3665,11480,675.64,38.88888889,5.555555556,26.63023679,16.30236794,47,36,20,0,2985.833334
2018,BOND,38.88684496,-89.43553146,4506,-99,589.3239468,33.88888889,-0.555555556,27.46508804,17.50455373,50,66,21,0,3184.444445
2019,BOND,38.88684496,-89.43553146,3477,12361,937.229578,34.44444444,3.333333333,26.93078324,16.65148755,60,51,24,0,3068.888889
1950,BOONE,42.32306568,-88.8233714,1614,3699,685.08,32.8,-2.84,23.86202186,10.81174863,41,19,74,2,2409.375
1951,BOONE,42.32306568,-88.8233714,1614,3833,520.54,33.86,-2.14,23.75967213,11.51213115,47,15,63,2,2442.945
1952,BOONE,42.32306568,-88.8233714,1782,5178,648.25,35.89,-4.53,25.4842623,12.23677596,56,47,61,3,2637.305
1953,BOONE,42.32306568,-88.8233714,1480,5111,505.98,38.38,-4,25.92398907,11.96437158,54,47,68,5,2630.065
1954,BOONE,42.32306568,-88.8233714,1849,5044,737.62,36.55,-1.44,25.16584699,12.65622951,62,41,60,0,2613
1955,BOONE,42.32306568,-88.8233714,1480,4304,447.44,38.37,1.44,26.70076503,13.15710383,57,54,62,0,2738.705
1956,BOONE,42.32306568,-88.8233714,1849,5246,494.76,36.49,-5.01,25.15125683,11.56967213,54,36,67,4,2594.8
1957,BOONE,42.32306568,-88.8233714,2018,4708,480.64,35.26,-0.67,25.07508197,12.24661202,61,36,62,0,2592.785
1958,BOONE,42.32306568,-88.8233714,1681,4909,425.61,34.51,-3.15,24.5510929,11.26879781,48,23,73,1,2499.105
1959,BOONE,42.32306568,-88.8233714,2085,5447,692.31,34.87,-2.35,25.3215847,13.29398907,70,48,53,2,2685.85
1960,BOONE,42.32306568,-88.8233714,1580,4371,653.32,34.83,-0.97,24.65874317,12.37234973,76,24,54,0,2552.96
1961,BOONE,42.32306568,-88.8233714,1782,5716,558.55,34.7,-3.47,24.58879781,11.56666667,70,32,74,1,2535.96
1962,BOONE,42.32306568,-88.8233714,1749,6187,416.5,34.6,-5.1,25.28153005,12.50125683,53,33,50,2,2616.645
1963,BOONE,42.32306568,-88.8233714,1950,6053,531.69,37,-1.11,25.50650273,11.81491803,55,40,66,0,2584.69
1964,BOONE,42.32306568,-88.8233714,1917,6389,581.74,34.77,-5.06,24.98338798,11.74092896,64,38,71,2,2561.35
1965,BOONE,42.32306568,-88.8233714,1782,6053,681.95,36.85,-0.77,24.31650273,11.76486339,71,26,64,0,2496.94
1966,BOONE,42.32306568,-88.8233714,1580,5985,446.9,37.4,-4.35,24.48464481,10.87743169,53,40,81,3,2469.4
1967,BOONE,42.32306568,-88.8233714,1849,7129,604.44,33.31,-6.58,23.03262295,10.59655738,71,15,82,4,2354.24
1968,BOONE,42.32306568,-88.8233714,2287,6994,660.04,34.68,-1.21,24.12666667,12.09076503,72,29,63,0,2492.765
1969,BOONE,42.32306568,-88.8233714,2085,7129,696.77,33.38,-1.53,24.16431694,11.95327869,74,21,66,0,2521.755
1970,BOONE,42.32306568,-88.8233714,2152,6120,716.03,35.29,-0.81,25.31688525,12.86344262,68,41,55,0,2645.51
1971,BOONE,42.32306568,-88.8233714,1950,7061,345.6,36.27,-1.12,25.53770492,11.91786885,52,50,65,0,2609.775
1972,BOONE,42.32306568,-88.8233714,2186,7599,1012.62,34.48,-1.65,24.11016393,12.13,72,29,64,0,2511.325
1973,BOONE,42.32306568,-88.8233714,2018,6591,835.07,34.68,0.66,24.70972678,13.32836066,76,36,46,0,2626.3
1974,BOONE,42.32306568,-88.8233714,1345,4304,527.33,36.25,-4.05,23.95901639,11.2684153,55,21,73,2,2441.755
1975,BOONE,42.32306568,-88.8233714,2354,7263,533.01,34.92,-2.01,25.00994536,12.18081967,65,38,67,1,2606.54
1976,BOONE,42.32306568,-88.8233714,1950,6994,385.1,36.25,-2.17,24.87185792,10.56775956,50,41,78,1,2480.55
1977,BOONE,42.32306568,-88.8233714,2488,7801,624.98,36.82,-3.06,25.39311475,12.56704918,72,39,52,2,2639.16
1978,BOONE,42.32306568,-88.8233714,2320,7936,715.66,35.56,-3.55,24.7173224,12.26032787,69,31,59,2,2599.205
1979,BOONE,42.32306568,-88.8233714,2556,8339,544.59,33.37,-2.91,24.22852459,11.35644809,54,22,78,1,2511.22
1980,BOONE,42.32306568,-88.8233714,2623,7801,616.44,34.65,-3.97,24.87781421,11.9357377,68,32,69,3,2591.33
1981,BOONE,42.32306568,-88.8233714,2825,8272,612.78,32.85,-2.23,23.8679235,11.56961749,67,14,66,1,2488.99
1982,BOONE,42.32306568,-88.8233714,2488,8810,570.83,32.36,-2.87,24.47306011,12.15781421,71,14,66,1,2550.675
1983,BOONE,42.32306568,-88.8233714,2488,6927,465.16,36.2,-7.34,25.09262295,12.38923497,67,59,67,5,2619.265
1984,BOONE,42.32306568,-88.8233714,2118,7734,449.34,35.65,-2.34,24.59480874,11.59606557,59,36,62,1,2531.79
1985,BOONE,42.32306568,-88.8233714,2589,8205,532.46,33.49,-0.53,24.93377049,11.76060109,70,23,68,0,2551.245
1986,BOONE,42.32306568,-88.8233714,2455,9079,674.77,34.79,-4.86,24.17502732,12.1726776,76,19,53,2,2521.275
1987,BOONE,42.32306568,-88.8233714,2892,8003,685.52,35.29,-4.46,25.27349727,12.5189071,74,40,63,3,2643
1988,BOONE,42.32306568,-88.8233714,1648,4439,272.99,38.5,-5.53,26.58459016,11.56606557,44,62,69,6,2664.15
1989,BOONE,42.32306568,-88.8233714,2757,9281,542.86,37.3,-3.31,24.10961749,11.13076503,58,25,77,2,2472.69
1990,BOONE,42.32306568,-88.8233714,2892,8743,727.84,33.69,-4.94,23.93377049,12.07486339,75,17,67,2,2511.375
1991,BOONE,42.32306568,-88.8233714,2556,5582,442.62,35.82,-1.29,25.75224044,12.61387978,62,62,56,0,2688.96
1992,BOONE,42.32306568,-88.8233714,2825,8743,492.27,33.11,-1.96,22.99092896,10.3384153,76,11,81,0,2307.845
1993,BOONE,42.32306568,-88.8233714,2488,6658,747.04,32.95,-2.4,23.44311475,11.66300546,79,19,73,3,2468.475
1994,BOONE,42.32306568,-88.8233714,3262,10760,527.76,36.64,0.47,24.61,11.84803279,64,26,64,0,2529.465
1995,BOONE,42.32306568,-88.8233714,2858,6860,541.46,37.76,-1.76,24.86256831,12.7673224,65,43,73,0,2610.27
1996,BOONE,42.32306568,-88.8233714,2421,8474,716.34,34.28,-2.44,23.00327869,11.35699454,68,16,72,1,2374.59
1997,BOONE,42.32306568,-88.8233714,2993,9213,499.45,33.73,-2.01,23.70644809,11.31081967,55,23,71,1,2430.045
1998,BOONE,42.32306568,-88.8233714,3531,10693,647.68,33.41,-1.06,24.66,13.04551913,55,18,45,0,2616.445
1999,BOONE,42.32306568,-88.8233714,3363,10020,832.09,35.48,-0.3,24.49081967,12.15666667,51,32,66,0,2554.385
2000,BOONE,42.32306568,-88.8233714,2421,9415,985.71,34.19,-3.05,23.76868852,11.97420765,52,9,60,4,2489.105
2001,BOONE,42.32306568,-88.8233714,3026,9819,632.19,35.16,-3.33,24.51,12.41191257,57,34,59,2,2537.095
2002,BOONE,42.32306568,-88.8233714,2556,8944,665.73,34.98,-1.59,24.89218579,12.65076503,41,46,57,0,2621.45
2003,BOONE,42.32306568,-88.8233714,1816,10222,452,35.17,-4.4,24.26442623,11.22185792,47,30,77,2,2465.26
2004,BOONE,42.32306568,-88.8233714,3295,11769,587.47,31.93,-2.5,23.78825137,11.29579235,45,6,67,1,2425.83
2005,BOONE,42.32306568,-88.8233714,2354,7801,355.31,35.26,-2.25,25.55322404,12.88480874,40,51,52,1,2669.69
2006,BOONE,42.32306568,-88.8233714,3430,11567,679.19,34.79,-3.36,23.92360656,12.23639344,69,22,60,2,2513.15
2007,BOONE,42.32306568,-88.8233714,3228,12240,722.1,33.19,-1.43,25.89721311,13.38081967,53,38,49,0,2733.845
2008,BOONE,42.32306568,-88.8233714,2825,11365,688.08,32.38,0.15,24.20579235,12.18360656,52,11,52,0,2523.895
2009,BOONE,42.32306568,-88.8233714,3026,9953,758.66,33.82,-4.25,22.57355191,11.05557377,56,6,68,2,2290.5
2010,BOONE,42.32306568,-88.8233714,3907,12273,726.2,33.01,-0.63,25.2715847,13.05650273,52,31,55,0,2694.1
2011,BOONE,42.32306568,-88.8233714,4001,12112,713.4887763,36.29629629,-1.666666667,23.65108278,12.2637118,66,34,60,0,2472.685186
2012,BOONE,42.32306568,-88.8233714,2952,-99,326.9972212,38.70370372,-1.296296294,25.35721514,11.92875936,48,55,71,0,2576.296297
2013,BOONE,42.32306568,-88.8233714,3531,12098,687.9024261,34.81481482,-2.592592594,24.08571139,11.74762194,61,26,63,1,2479.074074
2014,BOONE,42.32306568,-88.8233714,3860,12872,687.705,31.85185185,-5,23.03177494,10.96286177,65,12,67,1,2373.703704
2015,BOONE,42.32306568,-88.8233714,3907,13524,648.6179959,32.96296296,-2.592592594,24.09481886,12.05980571,57,20,55,2,2504.953704
2016,BOONE,42.32306568,-88.8233714,4190,13282,597.5640693,33.33333333,0.185185183,25.36176887,13.11070633,62,35,46,0,2684.953704
2017,BOONE,42.32306568,-88.8233714,3188,12771,826.8577215,35.18518518,-0.185185183,24.70653714,11.80429063,58,27,63,0,2520.462963
2018,BOONE,42.32306568,-88.8233714,4055,13053,969.3334267,36.11111111,-4.166666667,25.20137624,12.76867031,68,48,47,7,2645.87963
2019,BOONE,42.32306568,-88.8233714,3363,12038,880.999,34.72222222,-2.5,24.30024287,12.33302975,79,27,47,1,2522.777778
1950,CALHOUN,39.16925325,-90.6675097,1446,3497,608.8,34.94,-0.07,26.47491803,13.81295082,50,40,41,0,2817.325
1951,CALHOUN,39.16925325,-90.6675097,1614,3363,733.71,36.29,-1.95,27.0720765,14.32562842,51,54,37,0,2895.25
1952,CALHOUN,39.16925325,-90.6675097,1648,3766,435.96,39.89,-4.87,29.05617486,14.37060109,35,100,45,3,2998.25
1953,CALHOUN,39.16925325,-90.6675097,1379,3430,376.36,39.43,-2.24,29.56666667,14.93972678,30,101,37,2,3027.97
1954,CALHOUN,39.16925325,-90.6675097,1076,1547,459.21,43.99,-0.07,30.07032787,15.92868852,43,101,31,0,3120.675
1955,CALHOUN,39.16925325,-90.6675097,1547,3497,588.76,36.67,3.28,29.01060109,15.43530055,44,88,26,0,3043.8
1956,CALHOUN,39.16925325,-90.6675097,1648,3968,529.81,37.2,-3.4,28.38704918,14.44289617,40,88,46,1,2993.7
1957,CALHOUN,39.16925325,-90.6675097,1345,3833,658.46,35.35,-0.1,27.87983607,15.09978142,52,61,30,0,3002.955
1958,CALHOUN,39.16925325,-90.6675097,1816,4439,679.73,34.84,-0.45,27.00256831,14.0968306,50,49,44,0,2875.065
1959,CALHOUN,39.16925325,-90.6675097,1614,3833,720.86,35.95,-1.65,28.12147541,15.20087432,48,86,33,0,3011.305
1960,CALHOUN,39.16925325,-90.6675097,1345,3766,552.18,36.97,0.5,27.99857923,14.58229508,41,70,30,0,2958.22
1961,CALHOUN,39.16925325,-90.6675097,2051,5111,932.16,34.14,-0.97,26.79983607,13.58781421,45,62,52,0,2825.42
1962,CALHOUN,39.16925325,-90.6675097,1715,5111,711.72,39.45,-4.3,28.27693989,14.76289617,46,64,28,1,3011.275
1963,CALHOUN,39.16925325,-90.6675097,1883,5313,580.62,38.14,-1.33,28.45092896,14.44710383,37,75,37,0,2968.17
1964,CALHOUN,39.16925325,-90.6675097,1782,4506,409.18,40.41,-3.32,28.41639344,14.5657377,39,77,35,2,2977.735
1965,CALHOUN,39.16925325,-90.6675097,1984,5447,608.81,35.58,-0.45,27.67136612,14.44114754,45,56,36,0,2958.09
1966,CALHOUN,39.16925325,-90.6675097,1849,5380,515.59,39.58,-0.41,26.68803279,13.01131148,40,56,57,0,2725.56
1967,CALHOUN,39.16925325,-90.6675097,1984,6322,630.18,34.09,-2.35,25.58021858,12.39579235,53,45,65,1,2647.825
1968,CALHOUN,39.16925325,-90.6675097,2018,6322,685.04,35.22,-0.87,26.71715847,13.78972678,44,59,46,0,2806.86
1969,CALHOUN,39.16925325,-90.6675097,2018,5716,829.84,35.35,0.2,26.92010929,14.14043716,46,63,39,0,2854.635
1970,CALHOUN,39.16925325,-90.6675097,1950,3968,903.48,38.67,0.98,27.31983607,15.20836066,52,59,29,0,2954.25
1971,CALHOUN,39.16925325,-90.6675097,2051,6187,496.06,35.9,0.76,27.49737705,13.93562842,43,69,46,0,2878.65
1972,CALHOUN,39.16925325,-90.6675097,2085,6053,372.12,36.78,0.25,27.58409836,14.05409836,38,66,37,0,2861.08
1973,CALHOUN,39.16925325,-90.6675097,2219,6322,671.62,35.63,2.55,27.34480874,15.08655738,50,67,27,0,2942.27
1974,CALHOUN,39.16925325,-90.6675097,1782,5784,504.37,37.44,-2.2,26.26945355,13.01606557,42,48,51,1,2722.01
1975,CALHOUN,39.16925325,-90.6675097,2085,5716,546.5,37.9,-0.45,27.58153005,14.32775956,54,68,41,0,2906.625
1976,CALHOUN,39.16925325,-90.6675097,2152,5582,332.78,37.16,-1.22,27.11054645,12.51874317,42,59,56,0,2750.845
1977,CALHOUN,39.16925325,-90.6675097,2488,6187,551.8,36.36,-1.85,27.7073224,15.05677596,52,68,29,0,2981.19
1978,CALHOUN,39.16925325,-90.6675097,2253,6725,630.99,36.08,-1.33,26.57775956,13.59398907,57,67,50,0,2787.205
1979,CALHOUN,39.16925325,-90.6675097,2488,6860,367.7,36.3,-4.95,27.10628415,12.69781421,39,62,59,3,2782.815
1980,CALHOUN,39.16925325,-90.6675097,1816,5246,399.73,40.73,-2.13,29.03939891,14.00202186,48,87,53,1,2953.31
1981,CALHOUN,39.16925325,-90.6675097,2421,8137,832.18,36.34,-0.5,26.50147541,13.82234973,74,57,45,0,2814.45
1982,CALHOUN,39.16925325,-90.6675097,2488,7868,593.84,36.26,-1.62,26.91327869,13.92338798,73,37,39,0,2850.07
1983,CALHOUN,39.16925325,-90.6675097,1849,4170,414.58,39.61,-4.35,28.44284153,13.9515847,54,86,49,3,2885.29
1984,CALHOUN,39.16925325,-90.6675097,1681,6120,534.01,40.29,-0.35,27.37715847,13.57349727,57,72,46,0,2827.835
1985,CALHOUN,39.16925325,-90.6675097,2488,7532,542.15,35.33,-0.75,27.05677596,14.02797814,68,54,32,0,2856.54
1986,CALHOUN,39.16925325,-90.6675097,2556,8272,592.59,36.39,-0.96,28.05300546,14.66928962,61,80,36,0,2980.395
1987,CALHOUN,39.16925325,-90.6675097,2354,8070,416.9,39.64,-3.95,28.90032787,14.14934426,49,90,43,2,2984.145
1988,CALHOUN,39.16925325,-90.6675097,2085,6658,316.41,38.56,-1.67,28.73404372,13.19754098,36,87,57,0,2910.84
